Id,Character,MeanLong,JlptLevel,Meaning,StrokeCount,Freq,AllRebs
38080,疋,"Đủ,chân.##Một âm là nhã. Chính,ngày xưa dùng như chữ nhã [雅].##Lại một âm là thất. Nếp,xếp,vải lụa gấp lại,mỗi nếp gọi là nhất thất [一疋].,SƠ, NHÃ, THẤT",N1,,5,7138,ショ ソ ヒキ ヒツ | あし
38081,畢,"Xong,hết. Học hết hạn học gọi là tất nghiệp [畢業].##Đủ hết. Như quần hiền tất tập [群賢畢至] mọi người hiền đều họp đủ hết.##Cái lưới hình ba góc để bắt chim.##Sao Tất,một sao trong nhị thập bát tú.##Cái tờ,cái thư. Như thủ tất [手畢] cái tờ tay viết.##Cái gỗ để xâu muông sinh đem lên tế.##Kín.##Nhanh nhẹn.,TẤT",N1,,11,7139,ヒツ | あみ おわり おわる ことごとく
38082,筆,"Cái bút.##Chép truyện. Như bút chi ư thư [筆之於書] chép vào trong sách. Đức Khổng Tử san kinh Xuân Thu chỗ nào đáng chép thì chép đáng bỏ thì bỏ gọi là bút tước [筆削]. Nay nhờ người ta sửa lại văn bài cho cũng gọi là bút tước là vì cớ ấy.##Phàm các loài viết vẽ văn tự đều phải dùng đến bút cả. Như bút pháp [筆法] phép viết,phép vẽ,thi bút [詩筆] phép thơ,v.v.",N2,BÚT,12,1132,ヒツ | ふで
38083,紐,"Cái quạt,cái núm.##Buộc,thắt. Tục gọi cái cúc áo là nữu khấu [紐扣].,NỮU",N1,,10,7140,ジュウ チュウ | ひも
38084,百,Trăm.##Nhiều. Như bách tính [百姓] trăm họ.##Gấp trăm lần. Có khi đọc là chữ bá.##Một âm là mạch. Cố gắng. Như cự dược tam mạch [距躍三百] gắng nhảy ba bận.,N5,"BÁCH, BÁ, MẠCH",6,163,ヒャク ビャク | もも
38085,瓢,"Cái bầu,lấy vỏ quả bầu chế ra đồ đựng rượu đựng nước,gọi là biều. Xem chữ hồ [瓠].,BIỀU",N1,,17,7141,ヒョウ | ひさご ふくべ
38086,票,"Chứng chỉ,cái dấu hiệu để nêu tên cho dễ nhận. Như hối phiếu [匯票] cái phiếu đổi lấy tiền bạc.##Một âm là tiêu. Lửa lém,lửa bay.##Lại một âm là phiêu. Nhẹ nhàng,nhanh.",N1,"PHIẾU, TIÊU, PHIÊU",11,489,ヒョウ
38087,病,"Ốm,bệnh.##Tức giận. Như bệnh chi [病之] lấy làm giận.##Làm hại. Như phương hiền bệnh quốc [妨賢病國] làm trở ngại người hiền và hại nước.##Cấu bệnh [姤病] hổ ngươi.##Lo.##Làm khốn khó.##Nhục.##Chỗ kém.",N4,BỆNH,10,384,ビョウ ヘイ | -やみ やむ やまい
38088,秒,"Tua lúa.##Giây,phép chia thời gian 60 giây là một phút.",N2,MIỂU,9,1015,ビョウ
38089,瓶,Như chữ bình [甁].,N2,BÌNH,11,1528,ビン | かめ
38090,符,"Cái thẻ,làm bằng tre viết chữ vào rồi chẻ làm đôi,mỗi người giữ một mảnh khi nào sóng vào nhau mà đúng thì phải,là một vật để làm tin.##Ngày xưa phong các chư hầu hay sai các đại thần đi,đều lấy cái thẻ làm tin,cho nên gọi các phan (phiên 藩) các trấn 鎮 là phân phù [分符] hay phẩu phù [剖符],v.v.##Điềm tốt lành.##Cái bùa,các thầy cúng vẽ son vẽ mực vào giấy để trừ ma gọi là phù. Như phù lục [符籙],phù chú [符咒],v.v. Tục xưa cứ Tết thì cắm cành đào lên mái nhà để trừ ma gọi là đào phù [桃符].##Hợp,đúng. Như tương phù [相符] cùng hợp,bất phù [不符] chẳng đúng,v.v.",N2,PHÙ,11,1798,フ
38091,福,"Phúc,những sự tốt lành đều gọi là phúc. Kinh Thi chia ra năm phúc : (1) Giàu [富] (2) Yên lành [安寧] (3) Thọ [壽] (4) Có đức tốt [攸好德] (5) Vui hết tuổi trời [考終命].##Giúp.##Thịt phần tế.##Rượu tế còn thừa.##Vén vạt áo (lối đàn bà lạy).",N3,PHÚC,13,467,フク
38092,粉,"Bột gạo,phấn gạo.##Phàm vật gì tán nhỏ đều gọi là phấn cả. Như hoa phấn [花粉] phấn hoa.##Màu trắng. Như phấn điệp nhi [粉蝶兒] con bướm trắng.##Tan nhỏ. Như phấn cốt [粉骨] tan xương.##Phấn xoa,đàn bà dùng để trang sức. Như phấn hương  [粉香] bột thoa mặt và dầu thơm là hai vật dụng trang điểm của đàn bà con gái,chi phấn [脂粉] phấn sáp.##Phấn sức. Làm sự gì không cần sự thực mà chỉ vụ về bề ngoài gọi là phấn sức [粉飾].",N2,PHẤN,10,1484,デシメートル フン | こ こな
38093,糞,"Phân,cứt. Như điểu phẩn [鳥糞] cứt chim,ngưu phẩn [牛糞] cứt bò.##Vật gì đáng khinh gọi là phần thổ [糞土]. Tô Thức [蘇軾] : Dụng tài như phẩn thổ [用財如糞土] (Phương Sơn Tử truyện [方山子傳]) Tiêu tiền như rác. Tục ngữ có câu Phật đầu trước phẩn [佛頭著糞] Bỏ phân ở đầu tượng Phật,ý nói cái tốt bị cái xấu làm nhơ mất.##Bón. Như phẩn điền [糞田] bón ruộng.##Bỏ đi. Như phẩn trừ [糞除] trừ bỏ đi,quét dọn.,PHẨN",N1,,17,2473,フン | くそ
38094,紛,"Rối rít.##Nhiều nhõi. Như phân phiền [紛煩],phân vân [紛紜] đều nghĩa là ngổn ngang nhiều việc,bối rối. Đặng Trần Côn [鄧陳琨] : Phân phân thiếu phụ kỷ thành bà [紛紛少婦幾成皤] (Chinh Phụ ngâm [征婦吟]) Thiếu phụ đầu xanh gần bạc phơ. Đoàn Thị Điểm dịch thơ : Gái tơ mấy chốc sẩy ra nạ giòng.",N1,PHÂN,10,994,フン | まぎらす まぎらわしい まぎらわす -まぎれ まぎれる
38095,米,"Gạo.##Mễ đột [米突] thước tây (mètre); gọi tắt là mễ.##Nhật Bản gọi châu Mỹ là châu Mễ [洲米],nước Mỹ là nước Mễ.",N3,MỄ,6,61,ベイ マイ メエトル | こめ よね
38096,癖,"Bệnh hòn trong bụng.##Nghiện tích thành khối (ghiền,thành tập tính [習性]). Như tửu phích [酒癖] khối nghiện rượu. $ Ta quen đọc là chữ tích.",N1,"PHÍCH, TÍCH",18,1973,ヘキ | くせ くせに
38097,碧,Ngọc bích.##Phàm cái gì sắc xanh đều gọi là bích. Như xuân thảo bích sắc [春草碧色] sắc cỏ xuân xanh biếc.,N1,BÍCH,14,2455,ヒャク ヘキ
38098,瞥,"Liếc qua.,MIẾT",N1,,17,7142,ヘツ ベツ
38099,箆,"Tục dùng như chữ bề [篦].,BỀ",N1,,14,7143,ハイ ヘイ | くし の へら
38100,篇,"Thiên. Phàm một bài văn đoạn sách nào mà có đầu có đuôi đều gọi là thiên. Như sách Luận ngữ [論語] có hai mươi thiên.##Một bài thơ cũng gọi là một thiên.,THIÊN",N1,,15,2076,ヘン
38101,編,"Cái lề sách. Như Khổng Tử độc Dịch,vi biên tam tuyệt [孔子讀易,韋編三絕] (Hán thư [漢書]) đức Khổng Tử đọc Kinh Dịch ba lần đứt lề sách.##Bây giờ cũng gọi sách vở là biên. Nguyễn Du [阮攸] : Hàm Đan thắng tích kiến di biên [邯鄲勝跡見遺編] (Hàm Đan tức sự [邯鄲即事]) Thắng cảnh Hàm Đan thấy ghi trong sách cũ..##Cứ thuận thứ tự đều gọi là biên. Như biên liệt [編列] xếp bày.##Đan,ken. Như biên trúc [編竹] ken tre,biên bồ [編蒲] ken cỏ bồ.",N2,BIÊN,15,591,ヘン | -あみ あむ
38102,甫,"Tiếng gọi tôn quý của đàn ông. Như đức Khổng Tử gọi là Ni phủ [尼甫].##Tên chữ biểu hiệu,cho nên hỏi tên tự người ta thì nói là thai phủ [台甫].##Cha,mình nói đến cha người khác thì kêu là tôn phủ [尊甫].##Vừa mới. Như phủ nhập môn [甫入門] vừa bước vào cửa.##Lớn.",N1,PHỦ,7,2270,フ ホ | はじめて
38103,穂,"Tai.##ear,ear (grain),head,crest (wave)",N1,TUỆ,15,1656,スイ | ほ
38104,簿,"Sổ sách. Phàm những sách vở đặt ra để tùy thời ghi chép các sự vật đều gọi là bộ.##Lỗ bộ [鹵簿] các nghi vệ hầu hạ.##Cái hốt.##Một âm là bạc. Cái liếp,cái né. Như tàm bạc [蠶簿] cái né tằm,cũng như chữ bạc [箔].",N1,"BỘ, BẠC",19,1358,ボ
38105,砲,Cũng như chữ pháo [礮] hay [炮].,N1,PHÁO,10,1268,ホウ
38106,縫,"May áo.##Chắp vá. Mạnh Giao [孟郊] : Từ mẫu thủ trung tuyến,Du tử thân thượng y. Lâm hành mật mật phùng,Ý khủng trì trì quy. Thùy ngôn thốn thảo tâm,Báo đắc tam xuân huy ? [慈母手中線,遊子身上衣,臨行密密縫,意恐遲遲歸,誰言寸草心,報得三春輝] (Du tử ngâm [遊子吟]) Sợi chỉ trong lòng bàn tay người mẹ hiền giờ đây ở trên áo người con đi chơi xa. Đó là sợi dây tình mật thiết ràng buộc bước chân người du tử,khiến dù đi xa muôn dặm,cũng không quên lãng gia đình. Lúc người con lên đường,bà mẹ khâu sợi chỉ ấy kỹ càng lên trên vạt áo,ý e ngại rằng con vì vui thú nơi xa mà trễ đường về. Lòng mẹ hiền thương mến con mới rộng rãi làm sao ! Ai dám nói rằng lòng con nhỏ hẹp lại có thể báo đền được tấm lòng bát ngát kia ! Cũng như ai nói rằng lòng của một tấc cỏ ngắn ngủi,hẹp hòi lại có thể báo đáp được ánh nắng ba mùa xuân chan hòa đầm ấm. Câu Liệu đem tấc cỏ quyết đền ba xuân của Nguyễn Du [阮攸] mượn ý hai câu cuối cùng trong bài thơ này (*). $ (*) Trích Thơ Đường,Trần Trọng San,Nhà xuất bản Bắc Đẩu,Saigon,Việt Nam,1972.##Một âm là phúng. Đường khâu.",N1,"PHÙNG, PHÚNG",16,1723,ホウ | ぬう
38107,紡,"Các thứ dệt bằng tơ đông đặc mềm nhũn tục gọi là phưởng trù [紡綢].##Xe sợi,đánh sợi.",N1,PHƯỞNG,10,1876,ボウ | つむぐ
38108,睦,"Hòa kính,tin,thân.",N1,MỤC,13,1993,ボク モク | むつぶ むつまじい むつむ
38109,穆,"Hòa mục. Như mục như thanh phong [穆如清風] (Thi Kinh [詩經]) hòa như gió thanh.##Mục mục [穆穆] sâu xa.##Hàng mục. Theo thứ tự lễ nghi tông miếu thời cổ,một đời là hàng chiêu [昭],hai đời là hàng mục [穆],bên tả là hàng chiêu [昭],bên hữu là hàng mục [穆].##Làm đẹp lòng,vui.##Một âm là mặc. Mặc nhiên [穆然] lặng nghĩ.,MỤC, MẶC",N1,,16,7144,ボク モク | やわらぐ
38110,翻,"Phiên phiên [翻翻] bay vùn vụt,bay.##Lật lại. Như phiên cung [翻供] lật lời cung lại.##Dịch,chuyển từ tiếng nay sang tiếng khác.",N1,PHIÊN,18,1465,ハン ホン | ひるがえす ひるがえる
38111,盆,"Cái bồn,cái chậu sành. Trang Tử cổ bồn ca [莊子鼓盆歌] Trang Tử đánh vào cái bồn mà hát.",N1,BỒN,9,1654,ボン
38112,磨,"Mài,xát. Nghiên cứu học vấn gọi là thiết tha trác ma [切磋琢磨]. Tuân Tử [荀子] : Nhân chi ư văn học dã,do ngọc chi ư trác ma dã [人之於文學也,猶玉之於琢磨也] Người học văn,cũng như ngọc phải giũa phải mài vậy.##Gian nan hiểm trở,ra đời bị những cái thất bại nó làm cho mình đau đớn gọi là ma chiết [磨折].##Một âm là má. Cái cối xay bằng đá.",N2,"MA, MÁ",16,1608,マ | する みがく
38113,繭,"Cái kén tằm,tức là cái tổ của con tằm nó tụ nhả tơ ra để che mình nó.##Những mạng của các loài sâu bọ để bảo hộ mình nó cũng gọi là kiển.##Phồng da chân. Như trùng kiển [重繭] phồng mọng lên.",N1,KIỂN,18,2495,ケン | きぬ まゆ
38114,箕,"Bá ki [簸箕] cái nia,cái sàng.##Ki cứ [箕踞] ngông ngáo,ngồi soạc hai chân,không có kính cẩn gọi là ki cứ.##Vằn tay,hoa tay.##Cái sọt rác.##Sao Ki,một ngôi sao trong nhị thập bát tú. Trang Tử [莊子] có câu Phó duyệt kị ki vĩ,tỉ ư liệt tinh [傅說騎箕尾,比於列星] (Đại tông sư [大宗師]) Phó Duyệt (sau khi chết) cưỡi sao Cơ sao Vĩ,sánh với các vì tinh tú. Vì thế nay gọi người chết là kị ki [騎箕]. Ta quen đọc là chữ cơ .,KI, CƠ",N1,,14,2023,キ | み
38115,稔,"Lúa chín,được mùa.##Năm,lúa một năm chín một mùa cho nên gọi nhẫm là năm.##Hiểu ra,thuộc cả. Như vị nhẫm [未稔] chưa hiểu.##Tích lâu. Như nhẫm ác [稔惡] tội ác đã thâm. Ta quen đọc là chữ nẫm. Nguyễn Trãi [阮廌] : Tích hung nẫm ác dĩ đa niên [積凶稔惡已多年] (Hạ tiệp [賀捷]) Chứa hung dồn ác đã nhiều năm rồi.",N1,"NHẪM, NẪM",13,1775,ジン ニン ネン | みのる みのり
38116,粍,"millimeter,(kokuji),(MAO)",N1,,10,7145,ミリ ミリメートル
38117,眠,"Ngủ,nhắm mắt. Vi Ứng Vật [韋應物] : Sơn không tùng tử lạc,U nhân ưng vị miên [山空松子落，幽人應未眠] Núi không trái tùng rụng,Người buồn chưa ngủ yên.##Các loài sâu bọ mới lột nằm yên bất động gọi là miên.##Vật gì bày ngang cũng gọi là miên.##Cây cối đổ rạp.",N3,MIÊN,10,1315,ミン | ねむい ねむる
38118,矛,"Cái giáo,một thứ đồ binh cán dài có mũi nhọn.##Nói năng tự trái ngược nhau gọi là mâu thuẫn [矛盾].",N1,MÂU,5,1538,ボウ ム | ほこ
38119,盟,Thề. Giết các muông sinh đem lễ thần rồi cùng uống máu mà thề với nhau gọi là đồng minh [同盟]. Nguyễn Du [阮攸] : Trúc thạch đa tàm phụ nhĩ minh [竹石多慚負爾盟] (Tống nhân [送人]) Rất thẹn cùng trúc đá vì ta đã phụ lời thề.##Ở xứ Mông Cổ [蒙古] họp vài ba bộ lạc lại làm một đoàn thể gọi là minh.,N1,MINH,13,587,メイ
38120,綿,"Bông mới. Cho kén vào nước sôi rồi gỡ ra chỗ nào săn đẹp gọi là miên [綿],chỗ nào sù sì gọi là nhứ [絮].##Dài dặc. Như miên duyên [綿延] dài dặc,miên viễn [綿遠] dài xa,v.v.##Ràng rịt. Như triền miên [纏綿] quấn quýt.##Miên man [綿蠻] líu lo,ríu rít (tiếng chim).##Mềm yếu.",N2,MIÊN,14,1495,メン | わた
38121,緬,"Xa tít.##Nghĩ triền miên. Như miễn hoài [緬懷],miễn tưởng [緬想] đều là tưởng nghĩ triền miên cả. Nguyễn Trãi [阮廌] : Miễn tưởng cố viên tam kính cúc [緬想故園三徑菊] (Thu nhật ngẫu thành [秋日偶成]) Triền miên tưởng nhớ ba luống cúc nơi vườn cũ.##Miễn điện [緬甸] tên nước,còn gọi là Miễn điện liên bang [緬甸聯邦] (Union of Myanmar). $ Ta quen gọi là chữ diến.,MIỄN, DIẾN",N1,,15,7146,ベン メン
38122,盲,"Thanh manh,lòa.##Làm mù,không biết mà làm xằng gọi là manh.##Tối.",N1,MANH,8,1767,モウ | めくら
38123,網,"Cái lưới,cái chài. Tô Thức [蘇軾] : Cử võng đắc ngư,cự khẩu tế lân [舉網得魚,巨口細鱗] (Hậu Xích Bích phú [後赤壁賦]) Cất lưới được cá,miệng to vẩy nhỏ.##Phàm cái gì kết thành từng mắt đều gọi là võng. Như thù võng [蛛網] mạng nhện.##Cái để ràng buộc người và vật. Như trần võng [塵網] lưới trần,ý nói sự đời nó ràng buộc người như thể phải bị mắc vào lưới vậy,vì thế nên gọi pháp luật là văn võng [文網].##Dị dạng của chữ [网].",N1,VÕNG,14,1194,モウ | あみ
38124,目,"Con mắt.##Lườm,nhìn kỹ (trố mắt nhìn).  Như cực mục [極目] nhìn mút mắt,xa tít tắp. Cao Bá Quát [高伯适] : Cực mục vân man man [極目雲漫漫] (Đạo phùng ngạ phu [道逢餓夫]) Nhìn mút mắt,mây mênh mang.##Khen. Như danh mục [名目] được người khen.##Phẩm đề. Như mục chi vi thần phẩm [目之爲神品] khen là cái phẩm thần,nghĩa là bình phẩm cho là quý lạ.##Điều kiện. Như khoa thi lấy học trò chia ra từng điều kiện gọi là khoa mục [科目].##Chia từng ngăn như trong cái lưới,ngoài giường lưới gọi là cương [綱],những mắt dây nhỏ gọi là mục [目]. Nói ví dụ về sự lớn nhỏ cùng ràng buộc nhau gọi là hoành cương tế mục [宏綱細目].##Mục lục,trên đầu sách liệt kê các mục trong sách gọi là mục lục [目錄].##Một người thống suất một số đông người gọi là đầu mục [頭目].##Chỗ tinh thần thiết yếu.",N4,MỤC,5,76,ボク モク | ま- め -め
38125,籾,"hạt gạo (không vỏ).##unhulled rice,(kokuji),(GẠO)",N1,,9,7147,もみ
38126,紋,"Vân,vằn gấm vóc.##Vật gì có vằn có ngấn cũng gọi là văn. Như ba văn [波紋] vằn sóng.##Văn ngân [紋銀] bạc nén,bạc đúc thành thoi trên có hoa vằn gọi là văn ngân,gọi tắt là văn.",N1,VĂN,10,1519,モン
38127,矢,"Cái tên.##Thề. Nghĩa như phát thệ [發誓].##Nguyên là chữ thỉ [屎] cứt (phân). Sử Ký [史記] : Liêm tướng quân tuy lão,thượng thiện phạn,nhiên dữ thần tọa,khoảnh chi,tam di thỉ hĩ [廉將軍雖老,尚善飯,然與臣坐,頃之,三遺矢矣] (Liêm Pha Lạn Tương Như truyện [廉頗藺相如傳]) Liêm tướng quân tuy già nhưng ăn còn khỏe. Có điều ngồi với tôi một lúc mà bỏ đi đại tiện đến ba lần.##Bầy.##Thi hành ra.##Chính,chính trực.",N1,THỈ,5,1294,シ | や
38128,約,"Thắt,bó. Như ước phát [約髮] búi tóc,ước túc [約足] bó chân.##Hạn chế. Như ước thúc [約束] thắt buộc,kiểm ước [檢約] ràng buộc,ý nói lấy lễ phép làm khuôn mà bắt phải theo để cho không vượt ra ngoài được.##Điều ước,hai bên lấy quyền lợi nghĩa vụ cùng ước hẹn với nhau gọi là ước. Như người nước này vào trong nước kia buôn bán,phải ký kết mọi điều với nhau để cùng noi giữ gọi là điều ước [條約].##Ước hẹn,hẹn nhau ngày nào giờ nào đến gọi là ước. Như tiễn ước [踐約] y hẹn,thất ước [失約] sai hẹn,v.v. Nguyễn Trãi [阮廌] : Tha niên Nhị Khê ước,Đoản lạp hạ xuân sừ [他年淽溪約，短笠荷春鋤] (Tặng hữu nhân [贈友人]) Năm nào hẹn về Nhị Khê (quê hương của Nguyễn Trãi); Đội nón lá,vác cuốc đi làm vụ xuân.##Giản ước. Tự xử một cách sơ sài gọi là kiệm ước [儉約],ở cảnh nghèo khổ gọi là khốn ước [困約].##Ước lược. Như đại ước [大約] cũng như ta nói đại khái,đại suất [大率],v.v. Nói không được tường tận gọi là ẩn ước [隱約],v.v.##Sự vật gì không biết được đích số gọi là ước. Như ta nói ước chừng,phỏng chừng,v.v.##Lúc cùng túng.",N3,ƯỚC,9,94,ヤク | つづまる つづめる つづまやか
38129,癒,Ốm khỏi. Cũng viết là [愈] hay [瘉].,N1,DŨ,18,1667,ユ | いえる いやす いやす
38130,由,"Bởi,tự.##Noi theo.##Nguyên do,nguyên nhân của một sự gì gọi là do. Như tình do [情由],lý do [理由],v.v. Nộp thuế có giấy biên lai gọi là do đơn [由單]. Trích lấy các phần đại khái ở trong văn thư gọi là trích do [摘由].##Chưng.##Dùng.##Cùng nghĩa với chữ do [猶].",N3,DO,5,325,ユ ユイ ユウ | よる よし
38131,祐,"Thần giúp. Khi thiên phụ nhân,quỷ thần bất hữu [欺天負人,鬼神不祐] (Lý Giai Phó [李娃傳]) Dối trời bỏ người,quỷ thần chẳng giúp.",N1,HỮU,9,1706,ウ ユウ | たすける
38132,用,"Công dùng,đối lại với chữ thể [體].  Về phần bản năng của sự vật gọi là thể [體],đem thi hành ra sự nghiệp gọi là dụng [用]. Như công dụng [功用] công dụng,tác dụng [作用] làm dùng.##Dùng,sai khiến. Như dụng nhân hành chánh [用人行政] dùng người làm chánh.##Của dùng,tài chánh của nhà nước gọi là quốc dụng [國用].##Đồ dùng.##Nhờ vào cái gì để động tác làm lụng gọi là dụng. Như dụng tâm [用心],dụng lực [用力],động dụng [動用],v.v.##Dùng làm trợ từ,nghĩa là lấy,là bèn,là chưng ấy.",N4,DỤNG,5,107,ヨウ | もちいる
38133,窯,"Cái lò,cái lò nung vôi nung ngói,nung các đồ sứ,vì thế nên các đồ sành đồ sứ gọi là diêu.##Dị dạng của chữ 窑",N1,DIÊU,15,2072,ヨウ | かま
38134,羊,"Con dê.##Một âm là tường,ngày xưa dùng như chữ [祥].##Họ Dương.",N1,DƯƠNG,6,1852,ヨウ | ひつじ
38135,翌,"Ngày mai,kỳ tới. Dực nhật [翌日] ngày mai,dực niên [翌年] năm tới.",N2,DỰC,11,1070,ヨク
38136,翼,"Cánh chim,chỗ cánh mọc lông ra để bay gọi là dực. Cánh của các loài sâu cũng gọi là dực.##Giúp,ở bên mà giúp đỡ gọi là dực. Như phụ dực [輔翼] giúp rập,dực đái [翼帶] phò tá,v.v. Phép quân ngày xưa chia làm ba cánh,hai cánh bên gọi là tả dực [左翼] và hữu dực [右翼].##Che chở,nên,loài chim ấp con gọi là dực. Như yến dực [燕翼] chim yến ấp con. Vì thế nên người ta mưu tính cho đàn sau gọi là yến dực di mưu [燕翼詒謀]. Nuôi nấng che chở cho nên người gọi là noãn dực [卵翼],v.v.##Cùng nghĩa với chữ dực [翌].##Sao Dực.##Vây cá.##Thuyền.##Kính.",N1,DỰC,17,1201,ヨク | つばさ
38137,羅,"Cái lưới đánh chim.##Là,một thứ dệt bằng tơ mỏng để mặc mát.##Bày vùng. Như la liệt [羅列] bày vòng quanh đầy cả,la bái [羅拜] xúm lại mà lạy. Bạch Cư Dị [白居易] : Bình sinh thân hữu,La bái cữu tiền [平生親友,羅拜柩前] (Tế Thôi Tương Công Văn [祭崔相公文]) Bạn bè lúc còn sống,Xúm lạy trước linh cữu.##Quày lưới để bắt chim. Vì thế nên chiêu tập được nhiều người tài đến với mình gọi là la trí [羅致].##La la [羅羅] thoáng,không đặc rít gọi là la la.##Họ La.",N1,LA,19,1831,ラ | うすもの
38138,絡,"Quấn quanh,xe,quay. Như lạc ty [絡絲] quay tơ,nghĩa là quấn tơ vào cái vòng quay tơ,vì thế nên cái gì có ý ràng buộc đều gọi là lạc. Như lung lạc [籠絡],liên lạc [連絡],lạc dịch [絡繹] đều nói về ý nghĩa ràng buộc cả.##Đan lưới,mạng. Lấy dây mùi (màu) đan ra giường mối để đựng đồ hay trùm vào mình đều gọi là lạc. Như võng lạc [網絡],anh lạc [纓絡] tức như chân chỉ hạt bột bây giờ.##Cái dàm ngựa.##Khuôn vậy. Như thiên duy địa lạc [天維地絡] nói địa thế liên lạc như lưới chăng vậy.##Bao la. Như võng lạc cổ kim [網絡古今] bao la cả xưa nay.##Các thần kinh và mạch máu ngang ở thân thể người gọi là lạc. Như kinh lạc [經絡],mạch lạc [脈絡],v.v.##Thớ quả,trong quả cây cũng có chất ràng rịt như lưới,nên cũng gọi là lạc. Như quất lạc [橘絡] thớ quả quít.",N2,LẠC,12,806,ラク | からまる からむ
38139,理,"Sửa ngọc,làm ngọc.##Sửa sang,trị. Như lí sự [理事] làm việc,chỉnh lý [整理] sắp đặt,tu lí [修理] sửa sang,v.v.##Tấu nhạc,cử nhạc. Nguyễn Trãi [阮廌] : Ấn kỉ phần hương lí ngọc cầm [隱几焚香理玉琴] (Tức hứng [即興]) Dựa ghế,đốt hương,gảy đàn ngọc.##Điều lí [條理],phàm cái gì có trước có sau có gốc có ngọn không loạn thứ tự đều gọi là điều lí. Điều [條] là nói cái lớn,lí [理] là nói cái nhỏ. Như sự lí [事理],văn lí [文理] đều một nghĩa ấy cả.##Đạo lí [道理],nói về sự nên làm gọi là đạo [道],nói về cái lẽ sao mà phải làm gọi là lí [理]. Lí tức là cái đạo tự nhiên vậy.##Thớ. Như thấu lí [腠理] mang thớ da dẻ. Xem chữ thấu [腠].##Đời xưa gọi quan án là lí,cho nên tòa án thượng thẩm bây giờ gọi là đại lí viện [大理院].##Ôn tập,đem cái nghe biết trước mà dung nạp với cái mới hiểu cho chỉnh tề gọi là lí.##Cùng ứng đáp không trả lời lại,tục gọi là bất lí [不理],nghe tiếng lọt vào lòng thông hiểu được gọi là lí hội [理會].##Lí học,nghiên cứu về môn học thân tâm tinh mệnh gọi là lí học [理學] hay đạo học [道學]. Môn triết học [哲學] bây giờ cũng gọi là lí học [理學].##Lí khoa [理科] một khoa học nghiên cứu về tính vật. Như vật lí học [物理學],hóa học [化學],v.v.##Lí chướng [理障] chữ nhà Phật,không rõ lẽ đúng thực,bị ý thức nó chướng ngại.",N4,LÍ,11,86,リ | ことわり
38140,璃,Xem lưu li [琉璃].,N1,LI,15,7148,リ
38141,痢,"Bệnh lị,quặn đau bụng lại đi ra ngoài,rặn mãi mới ra ít phân máu hay ít mũi là lị.",N1,LỊ,12,2037,リ
38142,琉,Lưu ly [琉璃] một thứ ngọc quý màu xanh ở Tây Vực [西域]. Cũng viết là [流離].,N1,LƯU,11,2036,リュウ ル
38143,留,"Lưu lại,muốn đi mà tạm ở lại gọi là lưu.##Lưu giữ,giữ lại không cho đi. Như lưu liên [留連] quyến luyến.##Đáng đi mà không đi gọi là lưu. Như lưu nhậm [留任] lại ở làm việc quan.##Đình trệ. Như án vô lưu độc [案無留牘] văn thư nhanh nhẹn không đọng cái nào.##Còn lại.##Lâu.##Đợi dịp.",N3,LƯU,10,731,リュウ ル | とまる とめる とどまる とどめる るうぶる
38144,硫,"Lưu hoàng [硫黃] lưu hoàng,ta thường gọi là diêm vàng.",N1,LƯU,12,1867,リュウ
38145,粒,"Hạt gạo,hạt lúa,vật gì nhỏ mà rời từng hạt đều gọi là lạp [粒].##Ăn gạo.",N2,LẠP,11,1635,リュウ | つぶ
38146,竜,Như chữ long [龍].,N1,LONG,10,1195,リュウ リョウ ロウ | いせ たつ
38147,療,Chữa bệnh. Như trị liệu [治療] chữa bệnh.,N2,LIỆU,17,600,リョウ
38148,瞭,"Mắt sáng,mắt trong sáng sủa.",N1,LIỆU,17,7149,リョウ | あきらか
38149,稜,"Oai linh.##Góc,vật gì có cạnh góc đều gọi là lăng.##Một âm là lắng. Nhà làm ruộng chỉ ruộng xa gần nhiều ít là kỉ lắng [幾稜].",N1,"LĂNG, LẮNG",13,2091,リョウ ロウ | いつ かど
38150,糧,"Thức ăn,lương ăn. Thức ăn lúc đi đường gọi là lương [糧],lúc ở ngay nhà gọi là thực [食]. Nay gọi các vật dùng trong quân là lương.##Thuế ruộng,tục viết là [粮].##Dị dạng của chữ [粮].",N1,LƯƠNG,18,1354,リョウ ロウ | かて
38151,緑,Dị dạng của chữ [绿].,N2,LỤC,14,1180,リョク ロク | みどり
38152,琳,Ngọc lâm.,N1,LÂM,12,7150,リン
38153,瑠,Ngọc lưu ly,N1,LƯU,14,2352,リュウ ル
38154,累,"Trói.##Một âm là lũy. Thêm. Như tích lũy [積累] tích thêm mãi,lũy thứ [累次] nhiều lần,lần ấy,lần khác.##Lại một âm là lụy. Liên lụy,chịu lụy. Như thụ lụy bất thiển [受累不淺] chịu lụy không ít,tục lụy [俗累] thói tục làm lụy mình,gia lụy [家累] vì gia đình làm lụy mình,v.v.##Phàm sự gì phiền đến thân đều gọi là lụy cả. Mang nợ cũng gọi là khuy lụy [虧累].##Giản thể của chữ [纍].",N1,"LUY, LŨY, LỤY",11,1662,ルイ
38155,玲,"Linh lung [玲瓏] tiếng ngọc kêu.##Bóng lộn,đồ gì làm khéo léo gọi là linh lung.",N1,LINH,9,1931,レイ
